Dose,Days,pH(KCl),S(w),Ca (w),Fe(w),Zn (w),Sr(w),Ba(w),P(w),K(w),Na (w),Mg(w),F(w),S(m),Ca (m),Fe(m),Zn (m),Sr(m),Ba(m),P(m),K(m),Na (m),Mg(m),FDA,AP,URE,DHA,SIR,SBR,E.fetida,S.alba ,A.sativa ,FDA_n,AP_n,URE_n,DHA_n,SIR_n,SBR_n,E.fetida_n,S.alba _n,A.sativa_n
7.5,7,4.2,7789.923,6762.197,59.957,2.086,288.057,2.297,41.002,71.581,124.913,160.624,1.5881,5174.62,5942.415,48.897,2.893,453.579,10.527,82.138,43.408,11.387,57.985,16.32,201.9,110.2,24.45,3.75,0.81,8,3.9,3.1,45.10779436,91.35746606,23.08723707,78.27731525,69.06077348,43.08510638,80,76.171875,86.11111111
7.5,28,4,8206.751055,6943.565401,55.65664557,1.491297468,296.4135021,2.645042194,24.8285865,82.2257384,129.0875527,159.1508439,1.3334,3972.703063,4737.683089,49.12450067,4.985352863,368.608522,23.34886818,72.55326232,48.48535286,17.39680426,63.66511318,24.3231066,224.7439578,240.7458002,17.33,3.79165696,0.852580213,7,3.9,3.4,67.22804478,101.6940985,50.43698151,55.4824488,69.82793665,45.35001135,70,76.171875,94.44444444
7.5,28,4,8206.751055,6943.565401,55.65664557,1.491297468,296.4135021,2.645042194,24.8285865,82.2257384,129.0875527,159.1508439,1.3334,3972.703063,4737.683089,49.12450067,4.985352863,368.608522,23.34886818,72.55326232,48.48535286,17.39680426,63.66511318,25.16,225.16,243.15,18.21,3.81,0.87,7,3.9,3.51,69.54118297,101.8823529,50.94066873,58.29979185,70.16574586,46.27659574,70,76.171875,97.5
7.5,28,4,8206.751055,6943.565401,55.65664557,1.491297468,296.4135021,2.645042194,24.8285865,82.2257384,129.0875527,159.1508439,1.3334,3972.703063,4737.683089,49.12450067,4.985352863,368.608522,23.34886818,72.55326232,48.48535286,17.39680426,63.66511318,23.14,231.15,244.56,17.99,3.71,0.84,6,3.8,3.3,63.95798784,104.5927602,51.23606805,57.59545609,68.32412523,44.68085106,60,74.21875,91.66666667
7.5,28,3.9,8837.425348,7591.240876,56.62906437,1.656270737,314.9303251,2.236230922,48.42733908,87.73722628,158.4605176,162.3092236,1.8716,3805.212893,4411.062475,40.60883406,5.394946279,347.1945881,21.4683645,79.59610028,48.23915639,22.97055312,61.35097493,34.81533998,263.2471823,186.4052351,16.36290318,3.519699456,0.93040584,7,3.8,1.9,96.22813705,119.1163721,39.05246692,52.38626302,64.81951116,49.48967234,70,74.21875,52.77777778
7.5,28,3.9,8837.425348,7591.240876,56.62906437,1.656270737,314.9303251,2.236230922,48.42733908,87.73722628,158.4605176,162.3092236,1.8716,3805.212893,4411.062475,40.60883406,5.394946279,347.1945881,21.4683645,79.59610028,48.23915639,22.97055312,61.35097493,35.41,270.81,189.71,17.9,3.45,0.9,7,3.7,2.01,97.87175235,122.5384615,39.74482527,57.30731873,63.5359116,47.87234043,70,72.265625,55.83333333
7.5,28,3.9,8837.425348,7591.240876,56.62906437,1.656270737,314.9303251,2.236230922,48.42733908,87.73722628,158.4605176,162.3092236,1.8716,3805.212893,4411.062475,40.60883406,5.394946279,347.1945881,21.4683645,79.59610028,48.23915639,22.97055312,61.35097493,35.12,270.53,201.67,19.9,3.87,0.91,7,3.71,2.2,97.07020453,122.4117647,42.25048186,63.7103711,71.27071823,48.40425532,70,72.4609375,61.11111111
7.5,28,3,11624.98346,9408.495435,67.57972741,3.736932645,415.5087998,2.433505359,28.8209607,88.88447797,155.2203255,183.6707688,1.4669,3564.049587,4445.814449,38.32977873,5.460543855,380.7984537,24.33351106,77.98920288,47.16742202,28.27246068,55.24526793,33.09509539,255.4790381,191.2044988,15.34,3.242896384,0.817153307,5,4.4,2.7,91.47345326,115.6013747,40.05792735,49.11141169,59.72184869,43.46560142,50,85.9375,75
7.5,28,3,11624.98346,9408.495435,67.57972741,3.736932645,415.5087998,2.433505359,28.8209607,88.88447797,155.2203255,183.6707688,1.4669,3564.049587,4445.814449,38.32977873,5.460543855,380.7984537,24.33351106,77.98920288,47.16742202,28.27246068,55.24526793,31.4,259.4,190.41,14.3,3.3,0.79,4,4.41,2.5,86.78828082,117.3755656,39.89147742,45.78182446,60.77348066,42.0212766,40,86.1328125,69.44444444
7.5,28,3,11624.98346,9408.495435,67.57972741,3.736932645,415.5087998,2.433505359,28.8209607,88.88447797,155.2203255,183.6707688,1.4669,3564.049587,4445.814449,38.32977873,5.460543855,380.7984537,24.33351106,77.98920288,47.16742202,28.27246068,55.24526793,33.21,250.51,193.54,14.2,3.41,0.81,6,4.52,2.4,91.79104478,113.3529412,40.54722199,45.46167184,62.79926335,43.08510638,60,88.28125,66.66666667
15,7,3.8,9034.657,7806.4,60.51,2.18,306.201,1.9,72.66,91.435,235.56,172.221,2.849,12617.846,12299.163,126.776,4.762,645.133,14.191,126.577,51.876,67.571,56.337,23.81659194,226.7235149,194.2789807,30.24172048,3.764,0.857,7,2.7,2.7,65.82805953,102.5898258,40.70204071,96.81966001,69.31860037,45.58510638,70,52.734375,75
15,7,3.8,9034.657,7806.4,60.51,2.18,306.201,1.9,72.66,91.435,235.56,172.221,2.849,12617.846,12299.163,126.776,4.762,645.133,14.191,126.577,51.876,67.571,56.337,22.89,231.9,200.3,32.4,3.75,0.87,7,2.4,2.8,63.26699834,104.9321267,41.96346267,103.7294484,69.06077348,46.27659574,70,46.875,77.77777778
15,7,3.8,9034.657,7806.4,60.51,2.18,306.201,1.9,72.66,91.435,235.56,172.221,2.849,12617.846,12299.163,126.776,4.762,645.133,14.191,126.577,51.876,67.571,56.337,24.01,224.56,198.5,30.9,3.5,0.86,7,2.5,2.75,66.36263129,101.6108597,41.58635716,98.92715915,64.45672192,45.74468085,70,48.828125,76.38888889
15,7,3.7,8477.549,7468.255,55.426,2.89,290.221,2.05,63.49,95.732,240.215,170.441,2.514,12567.09,12036.916,122.824,5.407,666.154,13.451,126.849,56.552,47.725,66.625,22.1435,202.8001495,108.7205044,23.09652291,4.373,1.016,9,3.1,2.7,61.2037037,91.76477351,22.77727823,73.9441229,80.53406998,54.04255319,90,60.546875,75
15,7,3.7,8477.549,7468.255,55.426,2.89,290.221,2.05,63.49,95.732,240.215,170.441,2.514,12567.09,12036.916,122.824,5.407,666.154,13.451,126.849,56.552,47.725,66.625,23.14,201.87,153.3,25.6,4.11,1,8,3.11,2.65,63.95798784,91.3438914,32.11681891,81.95907036,75.69060773,53.19148936,80,60.7421875,73.61111111
15,7,3.7,8477.549,7468.255,55.426,2.89,290.221,2.05,63.49,95.732,240.215,170.441,2.514,12567.09,12036.916,122.824,5.407,666.154,13.451,126.849,56.552,47.725,66.625,25.16,205.75,153.6,24.3,4.53,0.99,8,3.24,2.43,69.54118297,93.09954751,32.17966982,77.79708632,83.42541436,52.65957447,80,63.28125,67.5
15,7,3.8,8529.257,7635.791,56.639,1.45,292.705,1.863,61.664,86.788,225.663,173.97,2.935,9247.573,9022.238,92.958,3.696,565.501,13.53,101.647,51.187,49.918,63.379,20.17376857,185.7415092,173.5443579,23.99190901,4.179,0.993,7,3,2.3,55.75944879,84.04593177,36.35807382,76.81072494,76.96132597,52.81914894,70,58.59375,63.88888889
15,7,3.8,8529.257,7635.791,56.639,1.45,292.705,1.863,61.664,86.788,225.663,173.97,2.935,9247.573,9022.238,92.958,3.696,565.501,13.53,101.647,51.187,49.918,63.379,21.18,189.34,180.9,25.4,4.21,0.97,7,3,2.15,58.54063018,85.67420814,37.89910333,81.31876512,77.53222836,51.59574468,70,58.59375,59.72222222
15,7,3.8,8529.257,7635.791,56.639,1.45,292.705,1.863,61.664,86.788,225.663,173.97,2.935,9247.573,9022.238,92.958,3.696,565.501,13.53,101.647,51.187,49.918,63.379,22.35,201.45,178.5,24.1,4.14,0.96,8,3,2.21,61.77446103,91.15384615,37.39629599,77.15678108,76.24309392,51.06382979,80,58.59375,61.38888889
15,28,3.9,8317.079599,6899.051133,58.01265156,2.804428044,288.0864523,1.875329468,68.37111228,101.3574064,223.2472325,161.0437533,4.313,12568.05205,12259.32811,118.2113929,5.542092684,677.7984331,13.78303014,153.3660868,54.91302616,72.66963219,61.51573496,39.22881313,304.4839738,255.4311303,15.23,3.442776064,0.796237867,4,3.3,1.9,108.4267914,137.7755538,53.5136031,48.75924381,63.40287411,42.35307801,40,64.453125,52.77777778
15,28,3.9,8317.079599,6899.051133,58.01265156,2.804428044,288.0864523,1.875329468,68.37111228,101.3574064,223.2472325,161.0437533,4.313,12568.05205,12259.32811,118.2113929,5.542092684,677.7984331,13.78303014,153.3660868,54.91302616,72.66963219,61.51573496,40.11,305.6,254.6,14.63,3.51,0.78,4,3.7,2,110.8623549,138.280543,53.33947876,46.8383281,64.64088398,41.4893617,40,72.265625,55.55555556
15,28,3.9,8317.079599,6899.051133,58.01265156,2.804428044,288.0864523,1.875329468,68.37111228,101.3574064,223.2472325,161.0437533,4.313,12568.05205,12259.32811,118.2113929,5.542092684,677.7984331,13.78303014,153.3660868,54.91302616,72.66963219,61.51573496,39.4,301.33,276.8,17.85,3.51,0.76,3,3.9,1.6,108.8999447,136.3484163,57.99044666,57.14724242,64.64088398,40.42553191,30,76.171875,44.44444444
15,28,3.7,8381.623597,7328.373793,60.38893239,4.738971548,296.1367789,1.397807361,78.30853563,87.90133125,216.7841295,151.0049595,3.072,14589.60597,13843.435,139.2197932,2.835449666,751.3745255,10.8980233,159.7394947,50.42544836,41.6775756,56.28681765,29.47251471,208.0469296,384.5220012,16.1,3.306040192,0.67535104,6,3.9,1.2,81.46079246,94.13888217,80.5585354,51.54457159,60.88471808,35.92292766,60,76.171875,33.33333333
15,28,3.7,8381.623597,7328.373793,60.38893239,4.738971548,296.1367789,1.397807361,78.30853563,87.90133125,216.7841295,151.0049595,3.072,14589.60597,13843.435,139.2197932,2.835449666,751.3745255,10.8980233,159.7394947,50.42544836,41.6775756,56.28681765,29.4,205.76,345.6,14.51,3.31,0.66,4,3.8,1.4,81.26036484,93.1040724,72.4042571,46.45414496,60.95764273,35.10638298,40,74.21875,38.88888889
15,28,3.7,8381.623597,7328.373793,60.38893239,4.738971548,296.1367789,1.397807361,78.30853563,87.90133125,216.7841295,151.0049595,3.072,14589.60597,13843.435,139.2197932,2.835449666,751.3745255,10.8980233,159.7394947,50.42544836,41.6775756,56.28681765,20.6,211.56,360.8,14,3.45,0.71,5,3.7,1.4,56.93753455,95.72850679,75.5887036,44.8213666,63.5359116,37.76595745,50,72.265625,38.88888889
15,28,3.8,8818.5935,7695.791156,52.23761321,1.884656367,299.680341,2.847629196,69.67234949,151.4384656,226.8247203,243.0740543,4.041,13224.87536,13264.23511,130.2807662,4.634610338,702.0795067,12.65415901,158.0293886,54.32629231,42.64628706,121.6216216,37.8991892,322.7660244,300.9891355,13.99,2.912489216,0.771252907,3,3.5,2.8,104.7517667,146.0479748,63.05814453,44.78935134,53.63700214,41.02409078,30,68.359375,77.77777778
15,28,3.8,8818.5935,7695.791156,52.23761321,1.884656367,299.680341,2.847629196,69.67234949,151.4384656,226.8247203,243.0740543,4.041,13224.87536,13264.23511,130.2807662,4.634610338,702.0795067,12.65415901,158.0293886,54.32629231,42.64628706,121.6216216,36.5,301.4,301.4,14.9,2.18,0.8,3,3.4,2.3,100.8844666,136.3800905,63.14422191,47.70274017,40.14732965,42.55319149,30,66.40625,63.88888889
15,28,3.8,8818.5935,7695.791156,52.23761321,1.884656367,299.680341,2.847629196,69.67234949,151.4384656,226.8247203,243.0740543,4.041,13224.87536,13264.23511,130.2807662,4.634610338,702.0795067,12.65415901,158.0293886,54.32629231,42.64628706,121.6216216,30.7,300.4,305.4,14.2,1.87,0.74,4,3.71,2.6,84.85351023,135.9276018,63.98223414,45.46167184,34.43830571,39.36170213,40,72.4609375,72.22222222
25,7,2.9,8390.683,7441.768,55.691,2.667,284.145,1.439,111.13,103.441,329.539,165.034,3,16764.823,15831.789,161.395,3.751,717.84,20.934,171.519,57.937,85.035,57.947,17.65292955,176.1440587,153.2799899,23.44817714,3.52,0.833,6,2.4,2.2,48.79195565,79.70319397,32.11262673,75.06995312,64.82504604,44.30851064,60,46.875,61.11111111
25,7,2.9,8390.683,7441.768,55.691,2.667,284.145,1.439,111.13,103.441,329.539,165.034,3,16764.823,15831.789,161.395,3.751,717.84,20.934,171.519,57.937,85.035,57.947,17.33,177.68,154.71,24.35,3.54,0.71,6,2.36,2.11,47.89939193,80.39819005,32.41221822,77.95716263,65.19337017,37.76595745,60,46.09375,58.61111111
25,7,2.9,8390.683,7441.768,55.691,2.667,284.145,1.439,111.13,103.441,329.539,165.034,3,16764.823,15831.789,161.395,3.751,717.84,20.934,171.519,57.937,85.035,57.947,17.14,177.45,155.14,22.5,3.51,0.71,6,2.41,2.34,47.37423991,80.29411765,32.50230453,72.03433918,64.64088398,37.76595745,60,47.0703125,65
25,7,3,8643.504,7112.62,57.042,2.893,281.949,1.603,110.556,104.127,371.406,165.868,3.13,16553.514,15944.489,141.773,3.895,729.832,23.193,163.438,53.534,57.827,102.037,27.70963931,193.2517764,193.9420817,26.09332835,3.774,0.816,6,2.6,3.4,76.58827892,87.4442427,40.63145934,83.53847399,69.50276243,43.40425532,60,50.78125,94.44444444
25,7,3,8643.504,7112.62,57.042,2.893,281.949,1.603,110.556,104.127,371.406,165.868,3.13,16553.514,15944.489,141.773,3.895,729.832,23.193,163.438,53.534,57.827,102.037,27.14,198.25,201.4,27.18,3.6,0.89,6,2.76,3.41,75.01381979,89.70588235,42.19391603,87.01748173,66.29834254,47.34042553,60,53.90625,94.72222222
25,7,3,8643.504,7112.62,57.042,2.893,281.949,1.603,110.556,104.127,371.406,165.868,3.13,16553.514,15944.489,141.773,3.895,729.832,23.193,163.438,53.534,57.827,102.037,27.11,201.35,204.5,26.51,3.61,0.81,5,2.5,3.41,74.93090105,91.10859729,42.84337551,84.87245919,66.4825046,43.08510638,50,48.828125,94.72222222
25,7,2.8,8694.552,7078.727,63.474,3.806,267.35,1.712,96.51,99.76,316.238,191.688,3.24,17643.533,15995.071,156.754,3.773,737.911,20.701,155.255,51.682,67.517,67.007,24.5683,164.3779937,163.6943838,17.49896143,4.319,0.868,6,2.5,3.1,67.90574903,74.37918268,34.2944741,56.02338323,79.53959484,46.17021277,60,48.828125,86.11111111
25,7,2.8,8694.552,7078.727,63.474,3.806,267.35,1.712,96.51,99.76,316.238,191.688,3.24,17643.533,15995.071,156.754,3.773,737.911,20.701,155.255,51.682,67.517,67.007,25.46,164.5,176.18,18.1,4.11,0.86,6,2.43,3.22,70.37037037,74.43438914,36.91024889,57.94762397,75.69060773,45.74468085,60,47.4609375,89.44444444
25,7,2.8,8694.552,7078.727,63.474,3.806,267.35,1.712,96.51,99.76,316.238,191.688,3.24,17643.533,15995.071,156.754,3.773,737.911,20.701,155.255,51.682,67.517,67.007,25.16,167.18,170.81,19,4.15,0.81,5,2.44,3.44,69.54118297,75.64705882,35.78521746,60.82899753,76.42725599,43.08510638,50,47.65625,95.55555556
25,28,3.2,9520.275643,8038.695998,63.62311158,3.851046912,356.2152134,1.575669229,132.9181023,127.8558177,329.1810231,172.9393056,3.23,14749.86765,14541.42403,134.5950238,6.897498677,683.0002647,7.457318687,196.433298,62.49338274,109.6810482,86.39491795,31.94154358,316.3907389,302.0310205,13.45,2.720180736,1.07870672,3,3.2,1.1,88.28508453,143.1632303,63.27642264,43.0605272,50.0954095,57.37801702,30,62.5,30.55555556
25,28,3.2,9520.275643,8038.695998,63.62311158,3.851046912,356.2152134,1.575669229,132.9181023,127.8558177,329.1810231,172.9393056,3.23,14749.86765,14541.42403,134.5950238,6.897498677,683.0002647,7.457318687,196.433298,62.49338274,109.6810482,86.39491795,32.18,314.51,301.65,14.51,2.51,1,3.13,3.42,1.11,88.94416805,142.3122172,63.19659767,46.45414496,46.22467772,53.19148936,31.3,66.796875,30.83333333
25,28,3.2,9520.275643,8038.695998,63.62311158,3.851046912,356.2152134,1.575669229,132.9181023,127.8558177,329.1810231,172.9393056,3.23,14749.86765,14541.42403,134.5950238,6.897498677,683.0002647,7.457318687,196.433298,62.49338274,109.6810482,86.39491795,31.14,315.61,300.67,14.52,2.78,1.11,2.89,3.45,1.213,86.06965174,142.8099548,62.99128467,46.48616022,51.19705341,59.04255319,28.9,67.3828125,33.69444444
25,28,3,12561.29713,10574.74295,70.1555497,6.30635381,603.4800949,1.678091221,119.3778012,120.3532824,306.8810968,164.1181123,3.38,14886.18211,14536.74121,122.9033546,6.145167732,664.3370607,7.382188498,186.6014377,50.29952077,46.41573482,57.86741214,31.70029643,277.687979,192.5335694,16.09,3.719579136,1.297766773,3,2.8,1.8,87.61828753,125.6506692,40.33637171,51.51255633,68.50053657,69.03014752,30,54.6875,50
25,28,3,12561.29713,10574.74295,70.1555497,6.30635381,603.4800949,1.678091221,119.3778012,120.3532824,306.8810968,164.1181123,3.38,14886.18211,14536.74121,122.9033546,6.145167732,664.3370607,7.382188498,186.6014377,50.29952077,46.41573482,57.86741214,33.8,330.86,202.345,15.71,3.45,1.41,2.87,2.67,1.76,93.42177999,149.7104072,42.39189642,50.29597638,63.5359116,75,28.7,52.1484375,48.88888889
25,28,3,12561.29713,10574.74295,70.1555497,6.30635381,603.4800949,1.678091221,119.3778012,120.3532824,306.8810968,164.1181123,3.38,14886.18211,14536.74121,122.9033546,6.145167732,664.3370607,7.382188498,186.6014377,50.29952077,46.41573482,57.86741214,32.45,227.6,245.6,15.72,3.24,1.4,2.45,2.98,1.77,89.69043671,102.9864253,51.45395123,50.32799164,59.66850829,74.46808511,24.5,58.203125,49.16666667
25,28,3.1,8238.22642,7272.727273,54.912764,2.105470287,279.679916,1.479732389,123.284796,108.7104814,295.42175,157.1559753,3.17,13077.79406,13187.69149,115.0925803,4.246037032,691.7543626,9.276342081,176.0357,55.87784734,55.96776342,77.23791128,32.51095253,233.4763281,166.7652456,7.05,2.412487168,0.681408,2,2.9,1.7,89.85890693,105.6453973,34.93782905,22.57075961,44.42886129,36.24510638,20,56.640625,47.22222222
25,28,3.1,8238.22642,7272.727273,54.912764,2.105470287,279.679916,1.479732389,123.284796,108.7104814,295.42175,157.1559753,3.17,13077.79406,13187.69149,115.0925803,4.246037032,691.7543626,9.276342081,176.0357,55.87784734,55.96776342,77.23791128,34.51,234.5,150.67,10.8,2.25,0.78,3,2.91,1.65,95.38419016,106.1085973,31.56582586,34.57648281,41.43646409,41.4893617,30,56.8359375,45.83333333
25,28,3.1,8238.22642,7272.727273,54.912764,2.105470287,279.679916,1.479732389,123.284796,108.7104814,295.42175,157.1559753,3.17,13077.79406,13187.69149,115.0925803,4.246037032,691.7543626,9.276342081,176.0357,55.87784734,55.96776342,77.23791128,34.16,247.8,153.4,11.45,2.64,0.81,3.11,2.89,1.64,94.41680486,112.1266968,32.13776921,36.65747483,48.61878453,43.08510638,31.1,56.4453125,45.55555556
40,7,3.1,8475.085,7428.907,53.131,3.591,299.896,1.572,144.534,114.832,406.731,168.406,3.769,19713.671,18441.821,175.32,3.841,803.711,21.445,191.364,58.124,106.835,59.914,20.70499724,135.3388863,139.2230658,28.33891783,3.502,0.815,3,1.2,2.5,57.22774252,61.23931506,29.16765814,90.72778752,64.49355433,43.35106383,30,23.4375,69.44444444
40,7,3.1,8475.085,7428.907,53.131,3.591,299.896,1.572,144.534,114.832,406.731,168.406,3.769,19713.671,18441.821,175.32,3.841,803.711,21.445,191.364,58.124,106.835,59.914,20.71,133.41,140.11,29.76,3.35,0.91,3,1.11,2.2,57.24156993,60.36651584,29.35347356,95.27741929,61.69429098,48.40425532,30,21.6796875,61.11111111
40,7,3.1,8475.085,7428.907,53.131,3.591,299.896,1.572,144.534,114.832,406.731,168.406,3.769,19713.671,18441.821,175.32,3.841,803.711,21.445,191.364,58.124,106.835,59.914,20.56,138.76,134.5,25.67,3.6,0.56,3,1.34,2.24,56.82697623,62.78733032,28.1781614,82.18317719,66.29834254,29.78723404,30,26.171875,62.22222222
40,7,2.9,8879.037,7711.752,56.564,4.999,293.674,1.538,203.944,82.411,420.99,159.079,5.273,18511.779,17340.524,152.462,1.961,768.264,22.571,182.934,46.483,72.806,63.188,28.2238,158.1989392,173.6107641,24.15089673,1.947,0.71,1,1.3,3.4,78.00939746,71.58323039,36.3719861,77.31972829,35.85635359,37.76595745,10,25.390625,94.44444444
40,7,2.9,8879.037,7711.752,56.564,4.999,293.674,1.538,203.944,82.411,420.99,159.079,5.273,18511.779,17340.524,152.462,1.961,768.264,22.571,182.934,46.483,72.806,63.188,29.15,165.18,180.45,24.35,2.1,0.55,3,1.34,2.45,80.56937535,74.74208145,37.80482695,77.95716263,38.67403315,29.25531915,30,26.171875,68.05555556
40,7,2.9,8879.037,7711.752,56.564,4.999,293.674,1.538,203.944,82.411,420.99,159.079,5.273,18511.779,17340.524,152.462,1.961,768.264,22.571,182.934,46.483,72.806,63.188,28.94,167.51,189.71,26.7,2.23,0.56,2,1.67,3.35,79.98894417,75.79638009,39.74482527,85.48074916,41.06813996,29.78723404,20,32.6171875,93.05555556
40,7,3,9051.667,7287.82,66.41,4.157,293.133,1.671,149.157,113.906,475.229,172.799,4.04,20361.27,19026.431,164.066,4.264,810.167,22.583,202.517,60.456,105.592,62.319,34.62640195,135.3388863,139.2230658,28.33891783,2.746,0.746,5,1.6,2.4,95.70592026,61.23931506,29.16765814,90.72778752,50.57090239,39.68085106,50,31.25,66.66666667
40,7,3,9051.667,7287.82,66.41,4.157,293.133,1.671,149.157,113.906,475.229,172.799,4.04,20361.27,19026.431,164.066,4.264,810.167,22.583,202.517,60.456,105.592,62.319,35.41,140.2,146.5,29.54,2.4,0.72,2,1.35,3,97.87175235,63.43891403,30.69219811,94.57308353,44.19889503,38.29787234,20,26.3671875,83.33333333
40,7,3,9051.667,7287.82,66.41,4.157,293.133,1.671,149.157,113.906,475.229,172.799,4.04,20361.27,19026.431,164.066,4.264,810.167,22.583,202.517,60.456,105.592,62.319,35.16,141.67,134.6,24.6,2.5,0.75,3,1.42,3.11,97.18076285,64.1040724,28.19911171,78.75754417,46.04051565,39.89361702,30,27.734375,86.38888889
40,28,2.9,9751.131222,8594.62337,60.20761246,4.731168485,402.5818472,1.2760181,166.0899654,132.0867714,393.2659036,168.4854937,5.3,18891.86016,18422.25411,160.1552309,8.322788938,784.9269502,4.053287242,231.5744847,57.48760762,87.84568223,61.26402296,27.11467013,222.0406515,142.3332437,8.34,2.261063168,0.64563408,0,1.9,1.1,74.94380909,100.470883,29.81924992,26.70072839,41.64020567,34.3422383,0,37.109375,30.55555556
40,28,2.9,9751.131222,8594.62337,60.20761246,4.731168485,402.5818472,1.2760181,166.0899654,132.0867714,393.2659036,168.4854937,5.3,18891.86016,18422.25411,160.1552309,8.322788938,784.9269502,4.053287242,231.5744847,57.48760762,87.84568223,61.26402296,28.11,221.23,114.56,9.11,2.23,0.45,0,1.1,1,77.69485904,100.1040724,24.00067041,29.16590355,41.06813996,23.93617021,0,21.484375,27.77777778
40,28,2.9,9751.131222,8594.62337,60.20761246,4.731168485,402.5818472,1.2760181,166.0899654,132.0867714,393.2659036,168.4854937,5.3,18891.86016,18422.25411,160.1552309,8.322788938,784.9269502,4.053287242,231.5744847,57.48760762,87.84568223,61.26402296,28.9,220.18,143.19,7.88,3.11,0.61,0,1.8,1,79.87838585,99.62895928,29.99874298,25.22802635,57.27440147,32.44680851,0,35.15625,27.77777778
40,28,3,9178.459119,7872.1174,64.4129979,3.901991614,352.3322851,1.06629979,218.2914046,112.6179245,438.2861635,152.1226415,7.273,18233.85389,17400.07941,163.6778719,3.943554791,747.5185283,4.774351509,235.8390683,55.89266808,72.87586024,56.34925887,19.58986725,205.1775351,97.812406,4.15,2.527720832,0.63049168,0,1.4,1.1,54.14557007,92.84051362,20.49199824,13.28633367,46.55102821,33.53679149,0,27.34375,30.55555556
40,28,3,9178.459119,7872.1174,64.4129979,3.901991614,352.3322851,1.06629979,218.2914046,112.6179245,438.2861635,152.1226415,7.273,18233.85389,17400.07941,163.6778719,3.943554791,747.5185283,4.774351509,235.8390683,55.89266808,72.87586024,56.34925887,19.78,204.12,98.87,5.16,2.45,0.64,0,1.3,0.9,54.671089,92.36199095,20.71356742,16.51987512,45.11970534,34.04255319,0,25.390625,25
40,28,3,9178.459119,7872.1174,64.4129979,3.901991614,352.3322851,1.06629979,218.2914046,112.6179245,438.2861635,152.1226415,7.273,18233.85389,17400.07941,163.6778719,3.943554791,747.5185283,4.774351509,235.8390683,55.89266808,72.87586024,56.34925887,19.4,160.87,99.8,5.54,2.18,0.76,0,1.34,0.8,53.62078496,72.7918552,20.90840526,17.73645507,40.14732965,40.42553191,0,26.171875,22.22222222
40,28,3.1,8760.991207,7636.557421,64.77484679,3.108180123,357.3141487,1.537436717,253.6637357,89.32853717,353.1841194,161.0711431,7.681,19823.34971,18368.9733,146.633019,2.965533271,789.1486253,4.270487449,231.9033072,51.34147961,84.46340816,74.40231106,7.205819645,159.9640971,138.1367956,8.22,2.141286784,0.629955387,0,1.2,0.8,19.91658277,72.38194439,28.94008119,26.31654525,39.43437908,33.50826525,0,23.4375,22.22222222
40,28,3.1,8760.991207,7636.557421,64.77484679,3.108180123,357.3141487,1.537436717,253.6637357,89.32853717,353.1841194,161.0711431,7.681,19823.34971,18368.9733,146.633019,2.965533271,789.1486253,4.270487449,231.9033072,51.34147961,84.46340816,74.40231106,8,140.87,140.51,9.76,2.11,0.6,0,1.1,0.7,22.1116639,63.74208145,29.43727478,31.24689557,38.85819521,31.91489362,0,21.484375,19.44444444
40,28,3.1,8760.991207,7636.557421,64.77484679,3.108180123,357.3141487,1.537436717,253.6637357,89.32853717,353.1841194,161.0711431,7.681,19823.34971,18368.9733,146.633019,2.965533271,789.1486253,4.270487449,231.9033072,51.34147961,84.46340816,74.40231106,9,143.15,143.5,9.4,2.16,0.41,0,1.23,0.7,24.87562189,64.77375566,30.06368893,30.09434615,39.77900552,21.80851064,0,24.0234375,19.44444444
